title,company,location,salary,job_type,work_arrangement,date_posted,job_link,country,source,avg_salary,min_salary,max_salary,currency,cleaned_title,level,category
Automated Tester,Brink's Global Technology Limited,Bangkok,,Full time,Remote,2025-05-14,https://th.jobsdb.com/job/84205878,TH,jobsdbth,,,,,automated tester,,Quality Assurance & Testing
IT Project Manager,TN Digital Solutions,"Sathon, Bangkok","฿60,000 – ฿90,000 per month",Full time,On-site,2025-04-30,https://th.jobsdb.com/job/83909071,TH,jobsdbth,75000,60000,90000,THB,it project manager,Manager,Project & Product Management
IT Support / IT Helpdesk (Urgent!!),,Chon Buri,"฿20,000 – ฿25,000 per month",Full time,On-site,2025-05-20,https://th.jobsdb.com/job/84340395,TH,jobsdbth,22500,20000,25000,THB,it support / it helpdesk urgent,,Infra & System
Consultant Assistant/ Consultant,,Bangkok,,Full time,Hybrid,2025-05-21,https://th.jobsdb.com/job/84373184,TH,jobsdbth,,,,,consultant assistant/ consultant,,IT Consulting & Solutions
Senior Data Analyst (Egg Digital),Ascend Group,Bangkok,,Full time,Hybrid,2025-05-13,https://th.jobsdb.com/job/84178462,TH,jobsdbth,,,,,senior data analyst egg digital,Senior,Data & Analytics
Senior Software Tester  (Manual 100%),24 Shopping,"Pak Kret, Nonthaburi",,Full time,On-site,2025-05-06,https://th.jobsdb.com/job/84018704,TH,jobsdbth,,,,,senior software tester manual 100,Senior,Quality Assurance & Testing
IT Audit Manager,BTI Executive Search,"Bang Kapi, Bangkok","฿90,000 – ฿120,000 per month",Full time,Hybrid,2025-05-26,https://th.jobsdb.com/job/84470449,TH,jobsdbth,105000,90000,120000,THB,it audit manager,Manager,Other
Technical Networking Consultant / Network Presales (Junior/Senior),Yip In Tsoi,Bangkok Metropolitan Region,,Full time,Hybrid,2025-05-21,https://th.jobsdb.com/job/84367117,TH,jobsdbth,,,,,technical networking consultant / network presales junior/senior,Junior,IT Consulting & Solutions
Product Domain / Tech Product Owner,ThaiBev,"Chatuchak, Bangkok",,Full time,On-site,2025-04-28,https://th.jobsdb.com/job/83860707,TH,jobsdbth,,,,,product domain / tech product owner,,Project & Product Management
Senior Business Consultant (For Accenture Song),Accenture,Bangkok,,Full time,On-site,2025-05-22,https://th.jobsdb.com/job/84412040,TH,jobsdbth,,,,,senior business consultant accenture song,Senior,IT Consulting & Solutions
Mendix Developer.,Plan B Media,"Ratchathewi, Bangkok","฿30,000 – ฿45,000 per month",Full time,On-site,2025-04-28,https://th.jobsdb.com/job/83772072,TH,jobsdbth,37500,30000,45000,THB,mendix developer.,,Software/Web Development
Digital Product Owner (FAVP),Krungsri Bank,Bangkok,,Full time,Hybrid,2025-05-08,https://th.jobsdb.com/job/84089913,TH,jobsdbth,,,,,digital product owner favp,,Project & Product Management
Sr. IT Officer,Pico International,"Bang Na, Bangkok",,Full time,On-site,2025-05-21,https://th.jobsdb.com/job/84371322,TH,jobsdbth,,,,,sr. it officer,,Other
Network Engineer,TTB Bank,"Chatuchak, Bangkok",,Full time,On-site,2025-05-06,https://th.jobsdb.com/job/84026903,TH,jobsdbth,,,,,network engineer,,Network
Software Engineer - Backend (Spring Boot),PwC,"Sathon, Bangkok",,Full time,Remote,2025-05-21,https://th.jobsdb.com/job/84279231,TH,jobsdbth,,,,,software engineer - backend spring boot,,Software/Web Development
Software Tester,,Bangkok,"฿35,000 – ฿50,000 per month",Full time,On-site,2025-04-28,https://th.jobsdb.com/job/83859353,TH,jobsdbth,42500,35000,50000,THB,software tester,,Software/Web Development
Manual Tester (Contract / Outsource),Aware Corporation,Bangkok,,Contract/Temp,On-site,2025-05-20,https://th.jobsdb.com/job/84354606,TH,jobsdbth,,,,,manual tester / outsource,,Quality Assurance & Testing
"Software Engineer : Frontend, Backend, Fullstack Developer",Orcsoft,"Sathon, Bangkok","฿50,000 – ฿75,000 per month",Contract/Temp,Hybrid,2025-05-07,https://th.jobsdb.com/job/83809252,TH,jobsdbth,62500,50000,75000,THB,software engineer frontend backend fullstack developer,,Software/Web Development
"Project Engineer (IIoT, Smart Solution, Software Development)",,"Chatuchak, Bangkok","฿25,000 – ฿35,000 per month",Full time,Hybrid,2025-04-30,https://th.jobsdb.com/job/83917329,TH,jobsdbth,30000,25000,35000,THB,project engineer iiot smart solution software development,,Software/Web Development
Regional IT Governance Officer (Hattha Bank - Cambodia base),Krungsri Bank,"Yan Nawa, Bangkok",,Full time,Hybrid,2025-05-14,https://th.jobsdb.com/job/84213844,TH,jobsdbth,,,,,regional it governance officer hattha bank - cambodia base,,Other
Software Engineer,Nextech Asia,"Pak Kret, Nonthaburi","฿30,000 – ฿45,000 per month",Full time,Hybrid,2025-05-22,https://th.jobsdb.com/job/84411420,TH,jobsdbth,37500,30000,45000,THB,software engineer,,Software/Web Development
Software Test Engineer,Betagro,"Lak Si, Bangkok",,Full time,On-site,2025-05-12,https://th.jobsdb.com/job/84153155,TH,jobsdbth,,,,,software test engineer,,Quality Assurance & Testing
IT Support / Technical Support / IT Helpdesk,,"Lak Si, Bangkok","฿20,000 – ฿25,000 per month",Full time,On-site,2025-04-30,https://th.jobsdb.com/job/83920132,TH,jobsdbth,22500,20000,25000,THB,it support / technical support / it helpdesk,,Infra & System
Core Network Engineer,ZTE Corporation,"Sathon, Bangkok",,Contract/Temp,On-site,2025-05-13,https://th.jobsdb.com/job/84190507,TH,jobsdbth,,,,,core network engineer,,Network
Software Developer Specialist ( R&D ),Turnkey Communication Services,"Lak Si, Bangkok",,Full time,On-site,2025-05-22,https://th.jobsdb.com/job/84412003,TH,jobsdbth,,,,,software developer specialist rd,,Software/Web Development
Technical Product Owner (Senior Level),Bitkub Online,"Khlong Toei, Bangkok",,Full time,Hybrid,2025-05-12,https://th.jobsdb.com/job/84163409,TH,jobsdbth,,,,,technical product owner senior level,Senior,Project & Product Management
Front End Developer,Dexon Technology Public Company Limited,"Mueang Rayong, Rayong","฿65,000 – ฿85,000 per month",Full time,On-site,2025-05-22,https://th.jobsdb.com/job/84409076,TH,jobsdbth,75000,65000,85000,THB,front end developer,,Software/Web Development
เจ้าหน้าที่สื่อสารองค์กร (Fixed Term Contract 2 years),Mitr Phol,Bangkok,,Contract/Temp,On-site,2025-04-30,https://th.jobsdb.com/job/83917440,TH,jobsdbth,,,,,เจาหนาทสอสารองคกร fixed 2,,Other
Business Development Manager,True Corporation,"Huai Khwang, Bangkok",,Full time,Hybrid,2025-04-28,https://th.jobsdb.com/job/83864231,TH,jobsdbth,,,,,business development manager,Manager,Sales / Technical Sales
Data Intelligent Senior Analyst - East Asia,Schneider Electric,Bangkok,,Full time,Hybrid,2025-04-29,https://th.jobsdb.com/job/83873385,TH,jobsdbth,,,,,data intelligent senior analyst - east asia,Senior,Data & Analytics
IT Application Specialist,Noble Development,Bangkok,,Full time,On-site,2025-05-08,https://th.jobsdb.com/job/83626968,TH,jobsdbth,,,,,it application specialist,,Other
Full Stack Developer (Node.js / React.js),Aware Corporation,"Phaya Thai, Bangkok",,Full time,On-site,2025-05-20,https://th.jobsdb.com/job/84353850,TH,jobsdbth,,,,,full stack developer node.js / react.js,,Software/Web Development
SAP BASIS Consultant,Eviden IT Solutions And Services Limited,Bangkok,,Full time,Hybrid,2025-05-21,https://th.jobsdb.com/job/84370358,TH,jobsdbth,,,,,sap basis consultant,,SAP / ERP
System Analyst (Junior-Middle),Thaivivat Insurance,"Din Daeng, Bangkok",,Full time,Hybrid,2025-05-19,https://th.jobsdb.com/job/84320927,TH,jobsdbth,,,,,system analyst junior-middle,Junior,Infra & System
Data Center - Electrical Engineer,,"Pathum Wan, Bangkok",,Full time,On-site,2025-05-15,https://th.jobsdb.com/job/84233538,TH,jobsdbth,,,,,data center - electrical engineer,,Data & Analytics
Full-Stack Developer,Chememan,"Khlong Toei, Bangkok",,Full time,On-site,2025-04-28,https://th.jobsdb.com/job/83852088,TH,jobsdbth,,,,,full-stack developer,,Software/Web Development
Head of Enterprise & Education Business,S P V I,"Suan Luang, Bangkok",,Full time,On-site,2025-05-19,https://th.jobsdb.com/job/84316472,TH,jobsdbth,,,,,head enterprise education business,Manager,Other
"Customer Support Engineer [Based in Singapore / Up to $4,400]",Good Job Creations,Bangkok,"$3,800 + $600 Housing Allowance + 2 month Bonus",Full time,On-site,2025-05-07,https://th.jobsdb.com/job/84047754,TH,jobsdbth,3800,,,THB,customer support engineer singapore / up 4400,,Other
"Senior SAP Consultant (MM, HCM)",,"Lat Phrao, Bangkok","฿70,000 – ฿100,000 per month",Full time,On-site,2025-05-19,https://th.jobsdb.com/job/84315150,TH,jobsdbth,85000,70000,100000,THB,senior sap consultant mm hcm,Senior,SAP / ERP
Project Manager,PRTR Recruitment,"Huai Khwang, Bangkok",,Contract/Temp,On-site,2025-05-19,https://th.jobsdb.com/job/84319729,TH,jobsdbth,,,,,project manager,Manager,Project & Product Management
Senior QA Engineer (Ascend Travel),Ascend Group,Bangkok,"฿60,000 – ฿85,000 per month",Full time,Hybrid,2025-05-19,https://th.jobsdb.com/job/84320597,TH,jobsdbth,72500,60000,85000,THB,senior qa engineer ascend travel,Senior,Quality Assurance & Testing
Automation Engineer,Carrier,"Mueang Pathum Thani, Pathum Thani",,Full time,On-site,2025-05-02,https://th.jobsdb.com/job/83967863,TH,jobsdbth,,,,,automation engineer,,Quality Assurance & Testing
Web Analytic & Developer,Bualuang Securities,Bangkok,,Full time,On-site,2025-05-09,https://th.jobsdb.com/job/84123675,TH,jobsdbth,,,,,web analytic developer,,Software/Web Development
ฺฺฺ Business Analyst (Mobile Banking),Land And Houses Bank,Bangkok,,Full time,On-site,2025-04-30,https://th.jobsdb.com/job/83918537,TH,jobsdbth,,,,,business analyst mobile banking,,Data & Analytics
Senior Software Engineer,Kiatnakin Phatra Financial Group,"Khlong Toei, Bangkok","฿65,000 – ฿97,500 per month",Full time,Hybrid,2025-05-07,https://th.jobsdb.com/job/84068331,TH,jobsdbth,81250,65000,97500,THB,senior software engineer,Senior,Software/Web Development
System Analyst (SA) - (Information Technology),Plan B Media,"Ratchathewi, Bangkok","฿40,000 – ฿50,000 per month",Full time,On-site,2025-05-19,https://th.jobsdb.com/job/84308724,TH,jobsdbth,45000,40000,50000,THB,system analyst sa - information technology,,Infra & System
Sales Executive (IT Solutions),Zenith Comp,"Phaya Thai, Bangkok","฿25,000 – ฿35,000 per month",Full time,On-site,2025-05-14,https://th.jobsdb.com/job/83892344,TH,jobsdbth,30000,25000,35000,THB,sales executive it solutions,,Sales / Technical Sales
IT Security & Governance Specialist,SC Asset Corporation,"Chatuchak, Bangkok",,Full time,On-site,2025-05-14,https://th.jobsdb.com/job/84221532,TH,jobsdbth,,,,,it security governance specialist,,Cybersecurity
Sales Manager-Hospitality Solutions (Remote Work) *Contract*Up to 150K | PW,Persolkelly,Bangkok,"฿120,000 – ฿150,000 per month",Contract/Temp,Remote,2025-05-22,https://th.jobsdb.com/job/84400359,TH,jobsdbth,135000,120000,150000,THB,sales manager-hospitality solutions work up 150k pw,Manager,Sales / Technical Sales
"IT Helpdesk Specialist, Artificial Intelligence (AI), Internet of Things (IoT)",Sri Trang Agro-Industry,"Pathum Wan, Bangkok",,Full time,On-site,2025-05-20,https://th.jobsdb.com/job/84351965,TH,jobsdbth,,,,,it helpdesk specialist artificial intelligence ai internet things iot,Intern,AI / Data Science
Analyst (Business Consultant - Government Service),Chan Wanich,"Bang Rak, Bangkok","฿65,000 – ฿95,000 per month",Full time,On-site,2025-05-09,https://th.jobsdb.com/job/84115134,TH,jobsdbth,80000,65000,95000,THB,analyst business consultant - government service,,Data & Analytics
Data Utilization & Quality Analyst (Management level),AEON Thana Sinsap,"Khlong Toei, Bangkok",,Full time,On-site,2025-05-22,https://th.jobsdb.com/job/84407562,TH,jobsdbth,,,,,data utilization quality analyst management level,,Data & Analytics
ผู้จัดการแผนกพัฒนาระบบสารสนเทศ / System Development Manager,TPBI Limited,"Sam Phran, Nakhon Pathom",,Full time,On-site,2025-05-19,https://th.jobsdb.com/job/84306883,TH,jobsdbth,,,,,ผจดการแผนกพฒนาระบบสารสนเทศ / system development manager,Manager,Infra & System
Sales Executive,,Bangkok,"฿25,000 – ฿35,000 per month",Full time,On-site,2025-05-23,https://th.jobsdb.com/job/84436062,TH,jobsdbth,30000,25000,35000,THB,sales executive,,Sales / Technical Sales
Data Engineer & Backend Developer,DKSH,"Phra Khanong, Bangkok",,Full time,On-site,2025-04-30,https://th.jobsdb.com/job/83920808,TH,jobsdbth,,,,,data engineer backend developer,,Software/Web Development
Technical Project Manager  ประจำสีลม,Chan Wanich,"Bang Rak, Bangkok",,Full time,On-site,2025-05-02,https://th.jobsdb.com/job/83966792,TH,jobsdbth,,,,,technical project manager ประจำสลม,Manager,Project & Product Management
Head of IT (Strong infra /IT Operation/ Finance industry/ Ploenchit (ID: 667207),Persolkelly,Bangkok,"฿200,000 – ฿250,000 per month",Full time,On-site,2025-04-30,https://th.jobsdb.com/job/83911799,TH,jobsdbth,225000,200000,250000,THB,head it strong infra /it operation/ finance industry/ ploenchit id 667207,Manager,Infra & System
Deputy Manager - SAP FI/CO,Aditya Birla Chemicals,Samut Prakan,,Full time,On-site,2025-05-08,https://th.jobsdb.com/job/84080048,TH,jobsdbth,,,,,deputy manager - sap fi/co,Manager,SAP / ERP
Enterprise Architect / Application Architect - Hybrid,Krungsri Bank,"Yan Nawa, Bangkok",,Full time,Hybrid,2025-05-02,https://th.jobsdb.com/job/83956044,TH,jobsdbth,,,,,enterprise architect / application architect - hybrid,,Other
Cloud Business (Product Development/Business Development),Advanced Info Service,"Phaya Thai, Bangkok",,Full time,On-site,2025-05-15,https://th.jobsdb.com/job/84247098,TH,jobsdbth,,,,,cloud business product development/business development,,Data & Analytics
IT Support,Supreme Feltol (Thailand),"Pluak Daeng, Rayong","฿25,000 – ฿28,000 per month",Full time,On-site,2025-05-22,https://th.jobsdb.com/job/84408135,TH,jobsdbth,26500,25000,28000,THB,it support,,Infra & System
Senior Application Engineer,Vibracoustic,Rayong,,Full time,On-site,2025-04-29,https://th.jobsdb.com/job/83883037,TH,jobsdbth,,,,,senior application engineer,Senior,Software/Web Development
Software Tester,Double Pine,"Lat Phrao, Bangkok","฿30,000 – ฿45,000 per month",Full time,On-site,2025-05-07,https://th.jobsdb.com/job/84060678,TH,jobsdbth,37500,30000,45000,THB,software tester,,Software/Web Development
Network Engineer,Greenline Synergy,"Suan Luang, Bangkok",,Full time,On-site,2025-05-13,https://th.jobsdb.com/job/84188266,TH,jobsdbth,,,,,network engineer,,Network
IT Helpdesk,Cosmo Corporation Group,Chon Buri,,Full time,On-site,2025-05-20,https://th.jobsdb.com/job/84351556,TH,jobsdbth,,,,,it helpdesk,,Infra & System
Software Developer ( R&D ),Turnkey Communication Services,"Lak Si, Bangkok",,Full time,On-site,2025-05-16,https://th.jobsdb.com/job/84280505,TH,jobsdbth,,,,,software developer rd,,Software/Web Development
Senior Software Quality Assurance,King Power Group,Bangkok,,Contract/Temp,Hybrid,2025-05-13,https://th.jobsdb.com/job/84186098,TH,jobsdbth,,,,,senior software quality assurance,Senior,Software/Web Development
Sr.Operation Support,Poon Phol,"Thanyaburi, Pathum Thani",,Full time,On-site,2025-05-15,https://th.jobsdb.com/job/84246437,TH,jobsdbth,,,,,sr.operation support,,Other
IT - Product Manager (AI & ML Project),Krungsri Bank,"Yan Nawa, Bangkok",,Full time,Hybrid,2025-05-14,https://th.jobsdb.com/job/84211970,TH,jobsdbth,,,,,it - product manager ai ml project,Manager,Project & Product Management
Support Engineer,Marvelsoft Solutions,Bangkok,"฿25,000 – ฿37,500 per month",Full time,On-site,2025-05-21,https://th.jobsdb.com/job/84311870,TH,jobsdbth,31250,25000,37500,THB,support engineer,,Other
Product Owner (Application Specialist Lead),Noble Development,"Pathum Wan, Bangkok",,Full time,On-site,2025-04-30,https://th.jobsdb.com/job/83906191,TH,jobsdbth,,,,,product owner application specialist lead,Manager,Project & Product Management
Software Engineer Manager (Team Lead),Muze Innovation,"Din Daeng, Bangkok","฿100,000 – ฿120,000 per month",Full time,Hybrid,2025-05-23,https://th.jobsdb.com/job/84307709,TH,jobsdbth,110000,100000,120000,THB,software engineer manager team lead,Manager,Software/Web Development
Huawei ICT Young Talent Program,Huawei Technologies,Bangkok,,Full time,On-site,2025-05-13,https://th.jobsdb.com/job/84177122,TH,jobsdbth,,,,,huawei ict young talent program,,Other
Software Engineer,Kimball Electronics,Chon Buri,,Full time,On-site,2025-05-15,https://th.jobsdb.com/job/84243365,TH,jobsdbth,,,,,software engineer,,Software/Web Development
"SAP Consultant (FI/CO, FM, SD, MM, PP)",IT One,Bangkok,,Full time,On-site,2025-05-23,https://th.jobsdb.com/job/84425790,TH,jobsdbth,,,,,sap consultant fi/co fm sd mm pp,,SAP / ERP
Junior IoT/AI System Developer (Contract 1 year),Fujitsu,Chon Buri,"฿40,000 – ฿60,000 per month",Contract/Temp,On-site,2025-05-21,https://th.jobsdb.com/job/84367572,TH,jobsdbth,50000,40000,60000,THB,junior iot/ai system developer 1,Junior,Software/Web Development
Data Engineer II,Betagro,"Lak Si, Bangkok",,Full time,On-site,2025-05-08,https://th.jobsdb.com/job/83371191,TH,jobsdbth,,,,,data engineer ii,,Data & Analytics
